id,title,description,availability,condition,price,sale_price,link,image_link,brand,product_type
"balsamo-anticontaminacion-para-todo-tipo-de-cabello-ecolatier","ECOLATIER Bálsamo anticontaminación para todo tipo de cabello","Bálsamo anticontaminación para todo tipo de cabello 
 Hidrata, restaura y nutre 
Extracto de morera
Extracto de resina de croton lechleri
Extracto de Moringa
Vitaminas B5, B6, C y E
 97% de ingredientes de origen natural vegano
En un mundo donde la imagen lo es todo y la calidad define el camino hacia el éxito, cuidarse para seguir el ritmo de la ciudad es esencial
La serie ECOLATIER® URBAN es una línea de cuidado vibrante para la piel y el cabello de uso diario con efecto anticontaminación
Ser ""ECOLATIER"" significa que todo lo que hacemos no hace daño. Significa trabajar incansablemente para desarrollar los productos de una manera sostenible que permita prosperar tanto al planeta como a su sociedad.
Ingredientes naturales y cuidadosamente seleccionados nutren y cuidan el cabello, aportándole un brillo intenso y un aspecto saludable
INGREDIENTES ACTIVOS: El aceite de coco hidrata eficazmente el cabello, restaura las puntas abiertas, lo cuida durante el peinado con calor y lo protege de la exposición a las influencias ambientales negativas
El extracto de morera aporta al cabello el brillo y la suavidad de la seda. Protege el cabello de los efectos nocivos de los factores medioambientales perjudiciales
El Extracto de Resina de Croton Lechleri (Sangre de Dragón), el Extracto de Moringa, las Vitaminas B5, B6, C, E estimulan la desintoxicación celular, regeneran la piel, muestran una alta actividad antioxidante y mejoran las funciones de barrera de la piel
Con el uso regular, el bálsamo equilibra la producción de sebo de la piel, mejora el brillo del cabello
 MODO DE EMPLEO: 
Aplicar sobre el cabello mojado. Dejar actuar 1-2 minutos, aclarar con agua tibia. Sólo para uso externo
 Contenido: 400ml","in stock","new","8.75 EUR","","https://aura-prestige.sumupstore.com/product/ecolatier-balsamo-anticontaminacion-para-todo-tipo-de-cabello","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/balsamo-anticontaminacion-para-todo-tipo-de-cabello.jpg","Laboncler","Ecolatier · Cuidado Capilar"
"balsamo-capilar-fortalecedor-cabello-fragil-karite-y-magnolia-ecolatier","ECOLATIER Bálsamo Capilar Fortalecedor Cabello Frágil, Karité y Magnolia","Bálsamo Capilar Fortalecedor Cabello Frágil, Karité y Magnolia 
Nutren y cuidan el cabello, aportándole un brillo intenso y un aspecto saludable
Manteca de Karité
Extracto de magnolia
Extracto de resina de crotón lechleri
 96 % de ingredientes  de origen natural vegano
En un mundo donde la imagen lo es todo y la calidad define el camino hacia el éxito, cuidarse para seguir el ritmo de la ciudad es esencial
La serie ECOLATIER® URBAN es una línea de cuidado vibrante para la piel y el cabello de uso diario con efecto anticontaminación
Ser ""ECOLATIER"" significa que todo lo que hacemos no hace daño. Significa trabajar incansablemente para desarrollar los productos de una manera sostenible que permita prosperar tanto al planeta como a su sociedad.
Ingredientes naturales y cuidadosamente seleccionados nutren y cuidan el cabello, aportándole un brillo intenso y un aspecto saludable
INGREDIENTES ACTIVOS: La manteca de karité nutre e hidrata el cabello seco, devolviéndole su vitalidad
El Extracto de Magnolia fortalece y recubre el cabello quebradizo, forma una película sobre la superficie del cabello, lo protege de la pérdida de humedad y de la exposición a factores ambientales agresivos.
El Extracto de Resina de Croton Lechleri (Sangre de Dragón), el Extracto de Moringa, las Vitaminas B5, B6, C, E estimulan la desintoxicación celular, regeneran la piel, muestran una alta actividad antioxidante y mejoran las funciones de barrera de la piel
Como resultado: cabello fuerte y grueso
 MODO DE EMPLEO: 
Aplicar sobre el cabello mojado. Dejar actuar 1-2 minutos, aclarar con agua tibia. Sólo para uso externo
 Contenido: 400ml","in stock","new","8.75 EUR","","https://aura-prestige.sumupstore.com/product/ecolatier-balsamo-capilar-fortalecedor-cabello-fragil-karite-y-magnolia","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/balsamo-capilar-fortalecedor-cabello-fragil-karite-y-magnolia.jpg","Laboncler","Ecolatier · Cuidado Capilar"
"champu-micelar-antipolucion-para-todo-tipo-de-cabello-ecolatier","ECOLATIER Champú Micelar Antipolución para Todo Tipo de Cabello","Champú Micelar Antipolución para Todo Tipo de Cabello 
 Hidrata, da brillo y protege. 
Aceite de coco
Extractos de morera, resina de croton lechleri y moringa
Vitaminas B5, B6, C y E
 97% de ingredientes de origen natural vegano
En un mundo donde la imagen lo es todo y la calidad define el camino hacia el éxito, cuidarse para seguir el ritmo de la ciudad es esencial
La serie ECOLATIER® URBAN es una línea de cuidado vibrante para la piel y el cabello de uso diario con efecto anticontaminación
Ser ""ECOLATIER"" significa que todo lo que hacemos no hace daño. Significa trabajar incansablemente para desarrollar los productos de forma sostenible para permitir que tanto el planeta como su sociedad prosperen.
Los ingredientes naturales y la fórmula equilibrada cuidan el cabello, lo limpian con suavidad, le aportan volumen y un aspecto cuidado y sano
INGREDIENTES ACTIVOS: El aceite de coco hidrata eficazmente el cabello, restaura las puntas abiertas, lo cuida durante el peinado con calor y lo protege de la exposición a las influencias ambientales negativas
El extracto de morera aporta al cabello el brillo y la suavidad de la seda. Protege el cabello de los efectos nocivos de los factores ambientales perjudiciales
El Extracto de Resina de Croton Lechleri (Sangre de Dragón), el Extracto de Moringa, las Vitaminas B5, B6, C, E estimulan la desintoxicación celular, regeneran la piel, muestran una alta actividad antioxidante y mejoran las funciones de barrera de la piel
Con el uso regular, el champú equilibra la producción de sebo de la piel, realza el brillo del cabello
 MODO DE EMPLEO: 
Aplicar sobre el cabello mojado, hacer espuma y aclarar con agua tibia. Sólo para uso externo
 Contenido: 600ml","in stock","new","8.75 EUR","","https://aura-prestige.sumupstore.com/product/ecolatier-champu-micelar-antipolucion-para-todo-tipo-de-cabello","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/champu-micelar-antipolucion-para-todo-tipo-de-cabello.jpg","Laboncler","Ecolatier · Cuidado Capilar"
"mascarilla-capilar-nutricion-y-recuperacion-coco-ecologico-ecolatier","ECOLATIER Mascarilla capilar Nutrición y Recuperación Coco Ecológico","Mascarilla capilar Nutrición y Recuperación Coco Ecológico 
Nutre y restaura eficazmente el cabello
Aceite de coco
Proteínas vegetales
Aminoácidos
Manteca de Karité
 97 % de ingredientes  de origen natural vegano
Mascarilla ECOLATIER® Coco Orgánico, que es rica en nutrientes de plantas orgánicas, penetra en la estructura del cabello, nutre con microelementos y vitaminas, restaura eficazmente el cabello en toda su longitud, protege contra la fragilidad. Ayuda a reavivar los cabellos secos y sedientos, haciéndolos brillar. Seguro para todo tipo de cabello, ingredientes sin preocupaciones y apto para veganos
Ingrediente orgánico: El Aceite de Coco Ecológico se extrae en frío de cocos frescos y ecológicos y es rico en vitamina E y ácidos grasos esenciales. Hidrata eficazmente el cabello, restaura las puntas abiertas, aumenta el crecimiento del cabello. Los cosméticos con aceite de coco harán que su cabello luzca lujoso
Ingredientes activos: Proteínas vegetales son el relleno natural del cabello, restauran y potencian el cabello, proporcionan una nutrición intensiva desde las raíces hasta las puntas, fortalecen el cabello.
Los aminoácidos nutren, hidratan y previenen la rotura y caída del cabello
La manteca de karité fortalece y activa el crecimiento del cabello
 MODO DE EMPLEO:
 Aplicar sobre el cabello mojado. Dejar actuar 2-5 minutos, aclarar con agua tibia. Sólo para uso externo
Contenido: 250 ml","in stock","new","6.55 EUR","","https://aura-prestige.sumupstore.com/product/ecolatier-mascarilla-capilar-nutricion-y-recuperacion-coco-ecologico","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/mascarilla-capilar-nutricion-y-recuperacion-coco-ecologico.jpg","Laboncler","Ecolatier · Cuidado Capilar"
"mascarilla-capilar-revitalizante-de-argan-ecologico-ecolatier","ECOLATIER Mascarilla capilar revitalizante de Argán Ecológico","Mascarilla capilar revitalizante de Argán Ecológico 
Nutrientes de plantas orgánicas
Aceite de argán
Aceite de macadamia
Complejo de biolípidos
 97 % de ingredientes  de origen natural vegano
Mascarilla ECOLATIER® Argán Orgánica, que es rica en nutrientes de plantas orgánicas, penetra en la estructura del cabello, nutre con microelementos y vitaminas, restaura eficazmente el cabello en toda su longitud, protege contra la fragilidad. Ayuda a reavivar los cabellos secos y sedientos, haciéndolos brillar. Seguro para todo tipo de cabellos, ingredientes sin preocupaciones y apto para veganos
Ingrediente orgánico: El Aceite de Argán Orgánico es prensado en frío y totalmente puro, sin ningún producto químico ni nada artificial. Rico en ácidos grasos insaturados y vitamina E, favorece la salud del cabello y del cuero cabelludo. Restaura el cabello debilitado y seco, dejándolo sano y brillante
Principios activos: El Aceite de Macadamia mantiene la barrera protectora de las células, nutre el cabello, retiene la humedad y aumenta su elasticidad.
El complejo de biolípidos restaura el equilibrio de la microbiota y apoya la actividad vital de la microflora saludable del cuero cabelludo, el cabello bien cepillado, se vuelve suave y con un brillo saludable.
 MODO DE EMPLEO:
 Aplicar sobre el cabello mojado. Dejar actuar 2-5 minutos, aclarar con agua tibia. Sólo para uso externo
Contenido: 250 ml","in stock","new","6.55 EUR","","https://aura-prestige.sumupstore.com/product/ecolatier-mascarilla-capilar-revitalizante-de-argan-ecologico","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/mascarilla-capilar-revitalizante-de-argan-ecologico.jpg","Laboncler","Ecolatier · Cuidado Capilar"
"mascarilla-capilar-volumen-y-crecimiento-cannabis-ecologico-ecolatier","ECOLATIER Mascarilla Capilar Volumen y Crecimiento Cannabis Ecológico","Mascarilla Capilar Volumen y Crecimiento Cannabis Ecológico 
Nutre, restaura y protege el cabello
Apto para todo tipo de cabellos
Apto para veganos
Aceite de cannabis
Proteínas de arroz
Niacinamida activa
Aceite de ciprés
 97 % de ingredientes  de origen natural vegano
Mascarilla ECOLATIER® Cannabis Orgánico, que es rica en nutrientes de plantas orgánicas, penetra en la estructura del cabello, nutre con microelementos y vitaminas, restaura eficazmente el cabello en toda su longitud, protege contra la fragilidad. Ayuda a reavivar los cabellos secos y sedientos, dándoles brillo. Seguro para todo tipo de cabellos, ingredientes sin preocupaciones y apto para veganos
Ingrediente orgánico: El Aceite de Cannabis Ecológico obtenido por prensado en frío es extremadamente rico en ácidos grasos, omega y vitaminas. Su fórmula ligera y no grasa nutre intensamente los folículos pilosos con elementos útiles para reducir la tasa de caída del cabello, repara el cabello seco y dañado.
Ingredientes activos: Las proteínas de arroz son el relleno natural del cabello, lo restauran y lo fortalecen, aportan una nutrición intensiva desde la raíz hasta las puntas, lo fortalecen y le dan volumen.
Niacinamida activa los folículos pilosos, que promueven el crecimiento y fortalecimiento del cabello, mejora la nutrición y restaura, estimula la reproducción de colágeno, da al cabello un brillo saludable.
Aceite de ciprés calma el cuero cabelludo, fortalece las raíces del cabello, restaurando la elasticidad del cabello
 MODO DE EMPLEO:
 Aplicar sobre el cabello mojado. Dejar actuar 2-5 minutos, aclarar con agua tibia. Sólo para uso externo
Contenido: 250 ml","in stock","new","6.55 EUR","","https://aura-prestige.sumupstore.com/product/ecolatier-mascarilla-capilar-volumen-y-crecimiento-cannabis-ecologico","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/mascarilla-capilar-volumen-y-crecimiento-cannabis-ecologico.jpg","Laboncler","Ecolatier · Cuidado Capilar"
"antitranspirante-frescor-y-confort-ecolatier","ECOLATIER Antitranspirante Frescor y Confort","Antitranspirante Frescor y Confort 
Regula la transpiración excesiva y ayuda a eliminar los malos olores
Cuida suavemente la piel y deja una sensación de frescor durante todo el día
Con extracto de bergamota, té verde y aceite de lima
Antitranspirante Frescor y Confort ECOLATIER® POWER proporciona una protección fiable contra la transpiración, regula la transpiración excesiva y ayuda a eliminar los malos olores. Cuida suavemente la piel y deja una sensación de frescor durante todo el día. El producto es fácil de aplicar, se seca rápidamente y no deja marcas en la ropa.
INGREDIENTES ACTIVOS: El Extracto de Bergamota tiene un efecto tónico e hidratante
El Extracto de Té Verde tiene un efecto antioxidante y desodorante
El aceite de lima suaviza y refresca la piel
 MODO DE EMPLEO: 
Aplicar sobre la piel limpia y seca hasta su completa absorción. Sólo para uso externo
Contenido: 50 ml","in stock","new","6.55 EUR","","https://aura-prestige.sumupstore.com/product/ecolatier-antitranspirante-frescor-y-confort","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/antitranspirante-frescor-y-confort.jpg","Laboncler","Ecolatier · Cuidado Corporal"
"antitranspirante-proteccion-invisible-ecolatier","ECOLATIER Antitranspirante Protección Invisible","Antitranspirante Protección Invisible 
Proporciona una protección fiable contra el sudor, regula la transpiración excesiva y ayuda a eliminar los malos olores
Con pantenol, extracto de algodón y aceite de avena
Antitranspirante Protección Invisible ECOLATIER® POWER proporciona una protección fiable contra el sudor, regula la transpiración excesiva y ayuda a eliminar los malos olores. Cuida suavemente la piel y deja una sensación de frescor durante todo el día. El producto es fácil de aplicar, se seca rápidamente y no deja marcas en la ropa.
INGREDIENTES ACTIVOS: El Pantenol suaviza y restaura la piel, a la vez que tiene un activo efecto hidratante y regenerador
El extracto de algodón suaviza la piel y previene las irritaciones
El aceite de avena tiene un efecto calmante, hidratante y nutritivo sobre la piel
 MODO DE EMPLEO: 
Aplicar sobre la piel limpia y seca hasta su completa absorción. Sólo para uso externo
Contenido: 50 ml","in stock","new","6.55 EUR","","https://aura-prestige.sumupstore.com/product/ecolatier-antitranspirante-proteccion-invisible","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/antitranspirante-proteccion-invisible.jpg","Laboncler","Ecolatier · Cuidado Corporal"
"gel-de-ducha-argan-y-vainilla-ecolatier","ECOLATIER Gel de Ducha Argán y Vainilla","Gel de Ducha Argán y Vainilla
 Limpia e hidrata la piel con suavidad 
Aceite de argán
Extracto de vainilla
Extracto de resina de croton lechleri
Los extractos y aceites naturales cuidadosamente seleccionados limpian e hidratan la piel con suavidad. El gel deja un delicado aroma en la piel, mejora el estado de ánimo y elimina el cansancio
INGREDIENTES ACTIVOS: Aceite de Argán debido a los nutrientes, ácidos grasos y un alto contenido de tocoferoles, perfectamente hidrata y suaviza la piel, promueve la renovación y el rejuvenecimiento, y tiene un efecto antioxidante
El Extracto de Vainilla previene el envejecimiento y la decoloración de la piel, la nutre y alivia la fatiga
El extracto de resina de Croton Lechleri (sangre de dragón), el extracto de moringa y las vitaminas B5, B6, C y E estimulan la desintoxicación celular, regeneran la piel, muestran una elevada actividad antioxidante y mejoran las funciones de barrera de la piel.
 MODO DE EMPLEO: Aplicar sobre la piel húmeda, hacer espuma y aclarar con agua tibia. Sólo para uso externo
Contiene: 600 ml","in stock","new","6.55 EUR","","https://aura-prestige.sumupstore.com/product/ecolatier-gel-de-ducha-argan-y-vainilla","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/gel-de-ducha-argana-y-vainilla.jpg","Laboncler","Ecolatier · Cuidado Corporal"
"crema-facial-5-en-1-ecolatier","ECOLATIER Crema facial 5 en 1","Crema facial 5 en 1 
Hidrata, nutre, suaviza, protege y regenera
Manteca de karité y aceite de almendras
 97 % de ingredientes  de origen natural vegano
Crema facial 5 en 1 ECOLATIER® POWER de textura delicada se absorbe rápidamente y proporciona el cuidado necesario a la piel: hidrata, nutre, suaviza, protege y regenera
INGREDIENTES ACTIVOS: El Aloe Vera y el Extracto de Manzanilla tienen un efecto hidratante, calmante y cicatrizante sobre la piel
La manteca de karité restaura, nutre y suaviza la piel. Gracias a su rica composición bioquímica, ayuda a regenerar y aumentar las funciones protectoras de la piel
El Aceite de Almendras hidrata, suaviza, alisa la piel y mejora su elasticidad
 MODO DE EMPLEO: 
Aplicar la crema sobre la piel limpia y seca y masajear hasta su completa absorción. Sólo para uso externo
Contenido: 50 ml","in stock","new","8.80 EUR","","https://aura-prestige.sumupstore.com/product/ecolatier-crema-facial-5-en-1","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/crema-facial-5-en-1.jpg","Laboncler","Ecolatier · Cuidado Facial"
"gel-de-ducha-nutritivo-jojoba-y-papaya-ecolatier","ECOLATIER Gel de Ducha Nutritivo Jojoba y Papaya","Gel de Ducha Nutritivo Jojoba y Papaya 
Limpia suavemente, nutre e hidrata la piel.
Contribuye a la renovación y rejuvenecimiento de la piel.
Aceite de jojoba extractos de papaya, resina de croton lechleri, moringa y vitaminas B5, B6, C y E
 97% de ingredientes de origen natural vegano
La serie ECOLATIER® URBAN es una línea de cuidado vibrante para la piel y el cabello de uso diario con efecto anticontaminación
Ser ""ECOLATIER"" significa que todo lo que hacemos no hace daño. Significa trabajar incansablemente para desarrollar los productos de forma sostenible para permitir que tanto el planeta como su sociedad prosperen.
Los extractos y aceites naturales cuidadosamente seleccionados limpian e hidratan la piel con suavidad. El gel deja un delicado aroma en la piel, mejora el estado de ánimo y elimina el cansancio
INGREDIENTES ACTIVOS: El aceite de jojoba contiene vitamina E y ácidos grasos insaturados, que contribuyen a la renovación y el rejuvenecimiento de la piel. Nutre e hidrata la piel en profundidad
El Extracto de Papaya es un inmunoestimulante natural y protege las membranas celulares de los efectos negativos de los factores externos. Tiene un pronunciado efecto calmante
El extracto de resina de Croton Lechleri (sangre de dragón), el extracto de moringa y las vitaminas B5, B6, C y E estimulan la desintoxicación celular, regeneran la piel, muestran una elevada actividad antioxidante y mejoran las funciones de barrera de la piel.
 MODO DE EMPLEO: 
Aplicar sobre la piel húmeda, hacer espuma y aclarar con agua tibia. Sólo para uso externo
 Contenido: 600ml","in stock","new","6.55 EUR","","https://aura-prestige.sumupstore.com/product/ecolatier-gel-de-ducha-nutritivo-jojoba-y-papaya","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/gel-de-ducha-nutritivo-jojoba-y-papaya.jpg","Laboncler","Ecolatier · Cuidado Corporal"
"gel-de-ducha-pomelo-y-clementina-ecolatier","ECOLATIER Gel de Ducha Pomelo y Clementina","Gel de Ducha Pomelo y Clementina 
Limpia suavemente, nutre e hidrata la piel.
Aceite de pomelo
Extractos de clementina, resina de croton lechleri y moringa
Vitaminas B5, B6, C y E
 97% de ingredientes de origen natural vegano.
La serie ECOLATIER® URBAN es una línea de cuidado vibrante para la piel y el cabello de uso diario con efecto anticontaminación
Ser ""ECOLATIER"" significa que todo lo que hacemos no hace daño. Significa trabajar incansablemente para desarrollar los productos de forma sostenible para permitir que tanto el planeta como su sociedad prosperen.
Los extractos y aceites naturales cuidadosamente seleccionados limpian e hidratan la piel con suavidad. El gel deja un delicado aroma en la piel, mejora el estado de ánimo y elimina el cansancio
INGREDIENTES ACTIVOS: El aceite de pomelo contiene ácidos frutales y enzimas que eliminan las células viejas e inician el proceso de regeneración, y tienen un efecto beneficioso sobre la piel. La piel se limpia, se nutre, adquiere un aspecto sano y elástico
El extracto de clementina actúa como antidepresivo, favoreciendo la relajación y el alivio del estrés
El extracto de resina de Croton Lechleri (sangre de dragón), el extracto de moringa y las vitaminas B5, B6, C y E estimulan la desintoxicación celular, regeneran la piel, muestran una elevada actividad antioxidante y mejoran las funciones de barrera de la piel.
 MODO DE EMPLEO: 
Aplicar sobre la piel húmeda, hacer espuma y aclarar con agua tibia. Sólo para uso externo
 Contenido: 600ml","in stock","new","6.55 EUR","","https://aura-prestige.sumupstore.com/product/ecolatier-gel-de-ducha-pomelo-y-clementina","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/gel-de-ducha-pomelo-y-clementina.jpg","Laboncler","Ecolatier · Cuidado Corporal"
"gel-de-higiene-intima-sensitive-ecolatier","ECOLATIER Gel de higiene íntima Sensitive","Gel de higiene íntima Sensitive 
 Limpia con suavidad y elimina el olor. 
Hidrata y nutre.
Con extracto de oliva y aloe vera.
 Para pieles sensibles. 
 99 % de ingredientes  de origen natural vegano
abón cremoso íntimo certificado Super Sensitive con prebiótico natural y aceite de almendras creado específicamente para la limpieza diaria de la piel sensible. El jabón cremoso íntimo Super Sensitive proporciona un increíble efecto refrescante y suavizante.
Su fórmula especial limpia suavemente, reduce el número de bacterias nocivas en la zona íntima y evita el mal olor . La textura ligera minimiza el riesgo de irritación. El aceite de almendras es especialmente útil para las epidermis secas y sensibles.
Los extractos orgánicos de oliva y aloe vera hidratan, nutren y suavizan la piel . El prebiótico refuerza las funciones protectoras naturales de la piel y restaura la microflora íntima.
 Modo de uso:  Aplicar una pequeña cantidad en la zona íntima y luego enjuagar con agua tibia. Sólo para uso externo.
Contenido: 250 ml","in stock","new","8.80 EUR","","https://aura-prestige.sumupstore.com/product/ecolatier-gel-de-higiene-intima-sensitive","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/gel-de-higiene-intima-sensitive.jpg","Laboncler","Ecolatier · Cuidado Corporal"
"gel-higiene-intima-confort-ecolatier","ECOLATIER Gel Higiene Íntima Confort","Gel Higiene Íntima Confort 
 Limpia con suavidad y elimina el olor. 
Hidrata y suaviza la piel.
 Restaura la microflora íntima.  
Con extracto de algodón y prebióticos. 
 98 % de ingredientes  de origen natural vegano
El gel especial certificado para la higiene íntima ECOLATIER Comfort con ácido láctico, prebiótico y extracto de algodón se recomienda para el uso diario. Reduce las molestias en la zona íntima causadas por el ardor y el enrojecimiento. Proporciona un adecuado cuidado y confort de la zona íntima.
Ingredientes activos:
 El ácido láctico proporciona un pH equilibrado de 5,2.
 El extracto de algodón hidrata y suaviza la piel , ayuda a aliviar la irritación, da una sensación de frescura y confort.
 El prebiótico refuerza las funciones protectoras naturales de la piel y restaura la microflora íntima. 
El 98% del total de los ingredientes son de origen natural.
 Modo de uso:  Aplicar una pequeña cantidad en la zona íntima y luego enjuagar con agua tibia. Sólo para uso externo.
Contenido: 250 ml","in stock","new","8.80 EUR","","https://aura-prestige.sumupstore.com/product/ecolatier-gel-higiene-intima-confort","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/gel-higiene-intima-confort.jpg","Laboncler","Ecolatier · Cuidado Corporal"
"agua-micelar-todo-tipo-de-piel-ecolatier","ECOLATIER Agua Micelar Todo Tipo de Piel","Agua Micelar Todo Tipo de Piel 
Eliminar suave y eficazmente el maquillaje y las impurezas del rostro y el cuello
Extractos de hibisco, magnolia, resina de croton lechleri y moringa
Vitaminas B5, B6, E y C
 99 % de ingredientes  de origen natural vegano
Este producto tiene como objetivo eliminar suave y eficazmente el maquillaje y las impurezas del rostro y el cuello. Los ingredientes naturales incluidos en la composición hidratan y nutren la piel, preparando el rostro para cuidados posteriores y dando una sensación de limpieza, permitiendo que la piel ""respire""
INGREDIENTES ACTIVOS: El extracto de hibisco suaviza e hidrata perfectamente la piel, conserva y retiene la humedad. Estimula la regeneración celular, restaura la firmeza y elasticidad de la piel, la refresca y la satura completamente con los nutrientes necesarios
El extracto de magnolia normaliza el equilibrio de humedad de la piel, favorece la renovación de la epidermis y protege las células de la exposición a las influencias medioambientales y a los radicales libres. Aumenta la turgencia de la piel
Extracto de resina de Croton Lechleri (sangre de dragón), extracto de moringa, vitaminas B5, B6, C, E estimulan la desintoxicación celular, regeneran la piel, muestran una alta actividad antioxidante y mejoran las funciones de barrera de la piel
 MODO DE EMPLEO: 
Aplique agua micelar en un disco de algodón y páselo suavemente por el rostro y los ojos durante unos segundos para eliminar el maquillaje. Consejo: presiona suavemente el disco de algodón sobre las pestañas durante unos segundos para disolver la máscara y facilitar su eliminación. Repita la operación si es necesario. Aclarar con agua si se desea. Sólo para uso externo
Contenido: 400 ml","in stock","new","6.06 EUR","","https://aura-prestige.sumupstore.com/product/ecolatier-agua-micelar-todo-tipo-de-piel","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/agua-micelar-todo-tipo-de-piel.jpg","Laboncler","Ecolatier · Cuidado Facial"
"crema-contorno-de-ojos-reafirmante-cannabis-ecologico-ecolatier","ECOLATIER Crema Contorno de Ojos Reafirmante Cannabis Ecológico","Crema Contorno de Ojos Reafirmante Cannabis Ecológico 
Mejora la firmeza de la piel y ojos, suaviza y rejuvenece
Aceie de cannabis
Complejo lipídico
Extracto de raíz de maca
 98 % de ingredientes  de origen natural vegano
Ser ""ECOLATIER"" significa que todo lo que hacemos no hace daño. Significa trabajar incansablemente para desarrollar los productos de una manera sostenible para permitir que tanto el planeta como su sociedad florezcan.
Crema para los ojos reafirmante de la piel ECOLATIER ® Orgánica de Cannabis es alimentado por ingredientes naturales y orgánicos, nutre profundamente, mejora la firmeza de la piel de los ojos, suaviza y de aspecto joven.
Ingrediente orgánico: El Aceite de Cannabis Ecológico obtenido por presión en frío es extremadamente rico en ácidos grasos omega y vitaminas. Su fórmula ligera y no grasa se absorbe rápidamente en la piel, no obstruye los poros, satura las células con elementos útiles, favorece una barrera cutánea y una turgencia saludables
Principios activos: Complejo lipídico de origen vegetal que favorece la recuperación y el mantenimiento de la función de barrera de la piel.
El extracto de raíz de maca reafirma la piel, aumenta la síntesis de colágeno y mejora la estructura de la epidermis
 MODO DE EMPLEO: 
Aplicar una fina capa de crema sobre la piel seca y limpia del contorno de los ojos. Sólo para uso externo
Contenido: 30 ml","in stock","new","11.81 EUR","","https://aura-prestige.sumupstore.com/product/ecolatier-crema-contorno-de-ojos-reafirmante-cannabis-ecologico","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/crema-contorno-de-ojos-reafirmante-cannabis-ecologico.jpg","Laboncler","Ecolatier · Cuidado Facial"
"balsamo-hidratante-para-despues-del-afeitado-ecolatier","ECOLATIER Bálsamo hidratante para después del afeitado","Bálsamo hidratante para después del afeitado 
Calma y regenera instantáneamente la piel
Hidrata intensamente y suaviza
Con aceite de ciprés, vitamina E y extracto de bergamota
 98 % de ingredientes  de origen natural vegano
Bálsamo hidratante para después del afeitado ECOLATIER® POWER calma y regenera instantáneamente la piel, alivia las irritaciones, reduce las rojeces y el ardor y elimina la sensación de sequedad y tirantez. Hidrata intensamente y suaviza la piel. Su textura ligera se absorbe rápidamente, dejando un agradable aroma, una sensación de frescor y confort
PRINCIPIOS ACTIVOS: El aceite de ciprés tiene un efecto calmante y cicatrizante
La vitamina E hidrata, suaviza y nutre la piel y ayuda a restaurarla
El extracto de bergamota tiene un efecto tónico y refrescante
 MODO DE EMPLEO: 
Aplicar el bálsamo sobre la piel limpia y seca después del afeitado y masajear hasta su completa absorción. Sólo para uso externo
Contenido: 100ml","in stock","new","5.50 EUR","","https://aura-prestige.sumupstore.com/product/ecolatier-balsamo-hidratante-para-despues-del-afeitado","https://cdn.shopify.com/s/files/1/0958/5970/4190/files/balsamo-hidratante-para-despues-del-afeitado.jpg","Laboncler","Ecolatier · Cuidado Facial"
